image,colour_hex,colour_name,colour_family,colour_role,colour_share,chromatic,slot,n_match,n_near,best_delta_e,match_ids,near_ids
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,layer,18,27,2.8,B054-P007;B021-P002;B040-P003;B040-P002;B041-P005;B021-P014;B041-P004;B043-P003,B043-P001;B042-P016;B027-P005;B042-P035;B023-P012;B054-P006;B042-P017;B054-P001
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,top,13,38,3.3,B055-P002;B027-P004;B062-P005;B051-P004;B032-P002;B032-P004;B059-P005;B057-P005,B030-P001;B028-P013;B041-P009;B042-P001;B040-P001;B031-P002;B053-P003;B008-P002
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,bottom,4,5,2.3,B042-P041;B042-P040;B020-P003;B052-P003,B052-P004;B044-P010;B050-P002;B048-P003;B050-P003
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,dress,0,2,18.1,,B041-P006;B041-P007
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,shoes,2,6,6.4,B029-P002;B062-P017,B001-P004;B009-P004;B039-P003;B053-P001;B055-P001;B037-P004
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,bag,0,2,12.2,,B056-P004;B054-P003
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,accessory,2,7,9.0,B019-P002;B037-P009,B037-P008;B055-P003;B031-P009;B032-P001;B021-P001;B020-P006;B021-P009
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,base,1,4,10.1,B062-P007,B002-P001;B003-P001;B062-P008;B005-P001
content/swipe/formats/IMG_0488.png,6B5944,tobacco,brown,secondary,0.258,True,multiple,15,57,4.0,B049-P003;B022-P014;B021-P026;B022-P013;B022-P020;B046-P006;B020-P005;B023-P001,B023-P015;B036-P007;B053-P002;B022-P021;B023-P011;B044-P009;B033-P002;B044-P005
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,layer,44,53,2.7,B027-P005;B042-P035;B038-P001;B023-P012;B028-P003;B055-P014;B043-P001;B060-P005,B037-P005;B060-P006;B048-P001;B035-P004;B058-P001;B042-P018;B061-P002;B023-P013
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,top,34,48,2.0,B039-P002;B031-P006;B014-P001;B054-P004;B054-P005;B031-P005;B030-P002;B045-P002,B030-P001;B059-P003;B028-P008;B031-P004;B055-P002;B061-P005;B042-P009;B055-P005
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,bottom,8,20,6.0,B020-P003;B020-P001;B015-P002;B041-P003;B015-P001;B048-P003;B020-P004;B021-P015,B044-P018;B042-P022;B049-P001;B011-P002;B021-P003;B056-P001;B044-P019;B052-P006
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,dress,1,9,10.5,B042-P031,B042-P014;B041-P007;B033-P004;B041-P006;B041-P002;B042-P011;B042-P021;B042-P010
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,shoes,7,3,3.6,B053-P001;B037-P004;B001-P004;B009-P004;B029-P002;B039-P003;B062-P017,B001-P002;B009-P002;B055-P001
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,bag,3,3,6.9,B056-P004;B043-P005;B053-P004,B054-P003;B053-P005;B043-P006
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,accessory,5,7,1.4,B055-P003;B037-P009;B021-P001;B031-P009;B032-P001,B019-P002;B037-P008;B031-P001;B020-P006;B021-P009;B001-P003;B009-P003
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,base,3,2,9.0,B005-P001;B062-P008;B062-P007,B002-P001;B003-P001
content/swipe/formats/IMG_0488.png,41423E,dark grey,grey,secondary,0.255,False,multiple,66,37,3.0,B028-P006;B027-P011;B022-P016;B023-P010;B024-P001;B026-P003;B026-P011;B030-P005,B049-P002;B023-P014;B044-P003;B010-P002;B021-P008;B024-P006;B044-P007;B022-P007
content/swipe/formats/IMG_0488.png,DDC39B,butter,yellow,secondary,0.094,True,layer,11,12,1.9,B027-P008;B001-P001;B009-P001;B021-P016;B021-P017;B046-P003;B048-P001;B060-P002,B043-P002;B019-P004;B043-P004;B021-P022;B061-P003;B021-P013;B058-P005;B021-P021
content/swipe/formats/IMG_0488.png,DDC39B,butter,yellow,secondary,0.094,True,top,24,22,3.8,B038-P002;B042-P009;B042-P028;B021-P025;B030-P001;B042-P024;B042-P029;B057-P006,B062-P012;B028-P013;B028-P014;B052-P002;B029-P001;B062-P013;B010-P003;B025-P001
content/swipe/formats/IMG_0488.png,DDC39B,butter,yellow,secondary,0.094,True,bottom,11,6,7.4,B042-P041;B042-P040;B051-P001;B051-P002;B050-P007;B021-P011;B021-P010;B050-P002,B007-P002;B042-P039;B048-P003;B011-P002;B015-P004;B062-P021
content/swipe/formats/IMG_0488.png,DDC39B,butter,yellow,secondary,0.094,True,dress,1,1,6.8,B042-P032,B042-P010
content/swipe/formats/IMG_0488.png,DDC39B,butter,yellow,secondary,0.094,True,shoes,1,1,7.3,B053-P001,B062-P017
content/swipe/formats/IMG_0488.png,DDC39B,butter,yellow,secondary,0.094,True,accessory,0,3,17.1,,B020-P006;B025-P008;B045-P004
content/swipe/formats/IMG_0488.png,DDC39B,butter,yellow,secondary,0.094,True,base,1,3,9.3,B004-P001,B003-P001;B062-P007;B026-P009
content/swipe/formats/IMG_0488.png,DDC39B,butter,yellow,secondary,0.094,True,multiple,27,49,6.4,B026-P001;B046-P007;B062-P020;B052-P007;B022-P019;B046-P010;B026-P007;B022-P002,B024-P008;B033-P005;B024-P003;B026-P002;B044-P020;B023-P011;B023-P005;B024-P006
content/swipe/formats/IMG_0489.png,D9DACF,pale grey,cool neutral,dominant,0.342,False,layer,12,8,3.2,B019-P004;B043-P004;B061-P003;B043-P002;B011-P006;B042-P020;B046-P003;B048-P001,B027-P008;B060-P006;B021-P016;B041-P004;B054-P006;B021-P017;B060-P002;B059-P002
content/swipe/formats/IMG_0489.png,D9DACF,pale grey,cool neutral,dominant,0.342,False,top,25,17,3.7,B042-P025;B062-P013;B010-P003;B033-P001;B062-P015;B062-P012;B025-P001;B062-P006,B059-P003;B007-P001;B010-P005;B052-P002;B042-P009;B058-P002;B025-P003;B042-P029
content/swipe/formats/IMG_0489.png,D9DACF,pale grey,cool neutral,dominant,0.342,False,bottom,9,4,2.4,B042-P039;B021-P011;B021-P010;B011-P002;B042-P038;B048-P003;B015-P004;B007-P002,B042-P041;B042-P040;B048-P002;B051-P001
content/swipe/formats/IMG_0489.png,D9DACF,pale grey,cool neutral,dominant,0.342,False,dress,1,1,4.6,B042-P032,B042-P010
content/swipe/formats/IMG_0489.png,D9DACF,pale grey,cool neutral,dominant,0.342,False,shoes,1,0,10.2,B062-P017,
content/swipe/formats/IMG_0489.png,D9DACF,pale grey,cool neutral,dominant,0.342,False,accessory,3,0,6.1,B020-P006;B045-P004;B025-P008,
content/swipe/formats/IMG_0489.png,D9DACF,pale grey,cool neutral,dominant,0.342,False,base,1,1,4.8,B004-P001,B062-P007
content/swipe/formats/IMG_0489.png,D9DACF,pale grey,cool neutral,dominant,0.342,False,multiple,51,22,4.5,B026-P002;B023-P005;B045-P001;B025-P006;B044-P014;B036-P002;B036-P009;B028-P010,B025-P005;B022-P015;B042-P002;B026-P007;B022-P016;B024-P006;B026-P004;B024-P002
content/swipe/formats/IMG_0489.png,AFA795,oatmeal,warm neutral,secondary,0.269,False,layer,13,16,6.6,B041-P004;B060-P006;B048-P001;B043-P002;B046-P003;B001-P001;B009-P001;B058-P005,B021-P017;B054-P006;B021-P014;B021-P013;B059-P001;B043-P003;B011-P006;B019-P004
content/swipe/formats/IMG_0489.png,AFA795,oatmeal,warm neutral,secondary,0.269,False,top,24,28,2.8,B025-P003;B059-P003;B042-P029;B057-P006;B042-P028;B058-P002;B030-P001;B030-P003,B039-P001;B011-P007;B028-P014;B029-P001;B062-P003;B061-P005;B055-P002;B062-P006
content/swipe/formats/IMG_0489.png,AFA795,oatmeal,warm neutral,secondary,0.269,False,bottom,6,14,3.4,B021-P010;B021-P011;B042-P040;B042-P041;B007-P002;B042-P038,B044-P010;B042-P039;B048-P002;B011-P002;B050-P002;B015-P004;B048-P003;B050-P008
content/swipe/formats/IMG_0489.png,AFA795,oatmeal,warm neutral,secondary,0.269,False,dress,2,0,4.8,B042-P032;B042-P010,
content/swipe/formats/IMG_0489.png,AFA795,oatmeal,warm neutral,secondary,0.269,False,shoes,1,4,11.9,B062-P017,B029-P002;B053-P001;B001-P004;B009-P004
content/swipe/formats/IMG_0489.png,AFA795,oatmeal,warm neutral,secondary,0.269,False,accessory,1,4,10.5,B037-P008,B025-P008;B045-P004;B037-P009;B020-P006
content/swipe/formats/IMG_0489.png,AFA795,oatmeal,warm neutral,secondary,0.269,False,base,1,4,8.5,B004-P001,B003-P001;B005-P001;B062-P007;B026-P009
content/swipe/formats/IMG_0489.png,AFA795,oatmeal,warm neutral,secondary,0.269,False,multiple,54,32,3.3,B036-P009;B042-P002;B026-P002;B044-P004;B025-P007;B043-P007;B025-P006;B023-P008,B006-P001;B045-P001;B050-P001;B023-P002;B053-P002;B044-P006;B023-P001;B032-P003
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,layer,24,65,3.4,B042-P018;B021-P022;B015-P003;B013-P001;B021-P002;B059-P001;B021-P027;B028-P002,B054-P007;B023-P012;B037-P007;B028-P001;B030-P010;B042-P004;B038-P001;B042-P003
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,top,34,48,2.5,B007-P003;B025-P003;B021-P024;B021-P005;B031-P002;B026-P010;B052-P002;B031-P007,B062-P009;B027-P002;B062-P001;B030-P002;B030-P001;B034-P002;B062-P003;B054-P004
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,bottom,7,23,3.9,B021-P011;B021-P010;B050-P003;B021-P003;B018-P002;B016-P001;B015-P005,B020-P003;B020-P004;B020-P001;B015-P002;B052-P006;B021-P015;B042-P022;B019-P001
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,dress,4,6,6.8,B041-P006;B041-P007;B042-P010;B033-P004,B042-P031;B042-P014;B042-P011;B042-P021;B042-P030;B041-P002
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,shoes,5,2,2.9,B055-P001;B039-P003;B029-P002;B001-P004;B009-P004,B037-P004;B053-P001
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,bag,1,5,6.0,B054-P003,B043-P005;B053-P005;B056-P004;B053-P004;B043-P006
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,accessory,5,5,5.5,B025-P008;B031-P009;B032-P001;B021-P009;B020-P006,B021-P001;B019-P002;B055-P003;B031-P001;B037-P009
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,base,4,2,2.2,B003-P001;B062-P008;B005-P001;B062-P007,B002-P001;B026-P009
content/swipe/formats/IMG_0489.png,41241A,espresso,brown,accent,0.224,True,multiple,32,72,4.2,B042-P007;B023-P001;B032-P003;B045-P001;B026-P007;B022-P007;B024-P002;B023-P006,B023-P011;B026-P011;B022-P020;B026-P005;B023-P014;B044-P003;B024-P003;B042-P005
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,layer,11,34,2.1,B021-P002;B040-P003;B054-P007;B040-P002;B021-P014;B041-P005;B041-P004;B021-P016,B055-P009;B042-P018;B012-P001;B037-P007;B030-P010;B008-P003;B038-P001;B060-P005
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,top,15,31,0.8,B055-P002;B027-P004;B062-P005;B032-P002;B051-P004;B032-P004;B047-P003;B047-P002,B041-P009;B016-P002;B031-P006;B021-P005;B028-P013;B062-P009;B042-P028;B031-P002
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,bottom,6,4,2.2,B042-P041;B042-P040;B052-P003;B020-P003;B050-P002;B052-P004,B044-P010;B050-P003;B015-P004;B048-P003
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,dress,0,1,18.9,,B041-P006
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,shoes,1,7,8.9,B029-P002,B001-P004;B009-P004;B062-P017;B039-P003;B055-P001;B053-P001;B037-P004
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,bag,0,2,13.2,,B056-P004;B054-P003
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,accessory,1,9,9.5,B019-P002,B037-P009;B037-P008;B031-P009;B032-P001;B020-P006;B055-P003;B021-P001;B021-P009
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,base,1,5,9.8,B062-P007,B002-P001;B003-P001;B005-P001;B062-P008;B026-P009
content/swipe/formats/IMG_0489.png,745C47,tobacco,brown,accent,0.138,True,multiple,11,54,4.2,B022-P014;B049-P003;B046-P006;B023-P001;B021-P026;B022-P013;B062-P019;B022-P020,B042-P019;B022-P022;B024-P004;B039-P004;B042-P007;B047-P001;B053-P002;B022-P021
content/swipe/formats/IMG_0490.png,BBB7AB,oatmeal,warm neutral,dominant,0.337,False,layer,14,13,4.9,B058-P005;B060-P006;B041-P004;B001-P001;B009-P001;B046-P003;B048-P001;B043-P002,B021-P017;B054-P006;B061-P003;B042-P020;B060-P002;B021-P018;B021-P014;B012-P002
content/swipe/formats/IMG_0490.png,BBB7AB,oatmeal,warm neutral,dominant,0.337,False,top,29,21,4.2,B062-P002;B042-P028;B062-P015;B059-P003;B025-P003;B062-P012;B058-P002;B025-P001,B062-P013;B010-P005;B032-P004;B016-P003;B010-P001;B021-P025;B011-P008;B050-P006
content/swipe/formats/IMG_0490.png,BBB7AB,oatmeal,warm neutral,dominant,0.337,False,bottom,10,9,3.7,B042-P038;B021-P011;B021-P010;B042-P040;B042-P041;B007-P002;B042-P039;B011-P002,B048-P003;B062-P021;B051-P001;B051-P002;B050-P002;B050-P007;B050-P008;B051-P003
content/swipe/formats/IMG_0490.png,BBB7AB,oatmeal,warm neutral,dominant,0.337,False,dress,1,1,7.3,B042-P032,B042-P010
content/swipe/formats/IMG_0490.png,BBB7AB,oatmeal,warm neutral,dominant,0.337,False,shoes,1,2,8.1,B062-P017,B053-P001;B029-P002
content/swipe/formats/IMG_0490.png,BBB7AB,oatmeal,warm neutral,dominant,0.337,False,accessory,2,3,9.9,B045-P004;B025-P008,B020-P006;B037-P008;B037-P009
content/swipe/formats/IMG_0490.png,BBB7AB,oatmeal,warm neutral,dominant,0.337,False,base,1,3,4.4,B004-P001,B062-P007;B003-P001;B005-P001
content/swipe/formats/IMG_0490.png,BBB7AB,oatmeal,warm neutral,dominant,0.337,False,multiple,60,27,1.7,B036-P008;B043-P007;B025-P007;B036-P006;B021-P007;B023-P005;B025-P006;B024-P003,B062-P018;B042-P005;B046-P007;B042-P036;B022-P003;B026-P004;B027-P009;B027-P010
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,layer,39,57,2.2,B042-P015;B040-P002;B055-P009;B042-P016;B023-P012;B030-P010;B040-P003;B041-P004,B013-P001;B019-P004;B012-P002;B021-P027;B019-P005;B023-P013;B055-P014;B015-P003
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,top,35,52,4.0,B057-P005;B028-P013;B059-P005;B030-P002;B031-P006;B058-P003;B031-P002;B014-P001,B041-P009;B057-P006;B016-P003;B028-P007;B060-P001;B032-P002;B021-P023;B025-P003
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,bottom,3,28,6.1,B020-P003;B015-P002;B042-P041,B020-P001;B021-P011;B020-P004;B021-P010;B015-P001;B041-P003;B049-P001;B048-P003
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,dress,2,8,8.5,B041-P006;B041-P007,B033-P004;B042-P031;B042-P014;B042-P010;B041-P002;B042-P011;B042-P021;B042-P030
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,shoes,8,2,2.8,B001-P004;B009-P004;B039-P003;B029-P002;B053-P001;B037-P004;B062-P017;B055-P001,B001-P002;B009-P002
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,bag,3,3,7.7,B054-P003;B056-P004;B043-P005,B053-P004;B053-P005;B043-P006
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,accessory,8,3,6.1,B031-P009;B032-P001;B037-P009;B021-P001;B055-P003;B020-P006;B021-P009;B019-P002,B037-P008;B025-P008;B031-P001
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,base,4,2,6.4,B002-P001;B005-P001;B062-P008;B003-P001,B062-P007;B026-P009
content/swipe/formats/IMG_0490.png,524541,taupe,warm neutral,secondary,0.202,False,multiple,58,47,2.4,B022-P013;B022-P021;B033-P002;B022-P020;B006-P001;B023-P011;B046-P009;B024-P004,B052-P007;B022-P001;B022-P017;B026-P008;B046-P005;B022-P005;B023-P017;B021-P008
content/swipe/formats/IMG_0490.png,9E8357,ochre,yellow,accent,0.186,True,layer,6,23,3.2,B027-P008;B021-P014;B021-P021;B021-P016;B021-P013;B021-P022,B021-P018;B060-P002;B042-P018;B021-P002;B043-P003;B060-P005;B043-P002;B048-P001
content/swipe/formats/IMG_0490.png,9E8357,ochre,yellow,accent,0.186,True,top,12,18,5.1,B047-P003;B062-P009;B047-P002;B032-P004;B030-P002;B029-P001;B031-P005;B042-P028,B050-P004;B050-P005;B030-P003;B057-P006;B042-P029;B050-P006;B062-P005;B021-P025
content/swipe/formats/IMG_0490.png,9E8357,ochre,yellow,accent,0.186,True,bottom,5,10,8.2,B042-P041;B050-P003;B044-P010;B042-P040;B050-P002,B051-P002;B052-P004;B021-P010;B007-P002;B020-P003;B050-P008;B051-P003;B021-P011
content/swipe/formats/IMG_0490.png,9E8357,ochre,yellow,accent,0.186,True,dress,0,2,12.1,,B042-P010;B042-P032
content/swipe/formats/IMG_0490.png,9E8357,ochre,yellow,accent,0.186,True,shoes,1,3,6.1,B029-P002,B053-P001;B001-P004;B009-P004
content/swipe/formats/IMG_0490.png,9E8357,ochre,yellow,accent,0.186,True,accessory,0,3,16.2,,B037-P008;B037-P009;B019-P002
content/swipe/formats/IMG_0490.png,9E8357,ochre,yellow,accent,0.186,True,base,1,4,10.0,B003-P001,B004-P001;B026-P009;B005-P001;B062-P007
content/swipe/formats/IMG_0490.png,9E8357,ochre,yellow,accent,0.186,True,multiple,19,38,4.7,B032-P003;B044-P003;B023-P001;B046-P011;B042-P006;B044-P020;B062-P019;B022-P022,B024-P006;B043-P007;B044-P004;B023-P009;B024-P003;B025-P004;B022-P018;B023-P014
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,layer,17,15,6.1,B043-P003;B041-P005;B043-P002;B037-P007;B041-P004;B008-P003;B038-P001;B021-P018,B027-P008;B021-P021;B054-P007;B061-P002;B059-P002;B021-P013;B054-P002;B060-P006
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,top,12,25,5.1,B030-P001;B042-P028;B031-P005;B055-P002;B062-P002;B032-P004;B062-P005;B030-P002,B021-P005;B062-P012;B029-P001;B021-P004;B028-P014;B051-P004;B057-P005;B047-P003
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,bottom,4,10,2.9,B044-P010;B020-P003;B042-P041;B042-P040,B050-P003;B007-P002;B021-P010;B052-P004;B050-P002;B048-P003;B048-P002;B021-P011
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,dress,0,2,15.7,,B042-P010;B042-P032
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,shoes,3,1,6.3,B029-P002;B001-P004;B009-P004,B062-P017
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,bag,1,0,11.3,B056-P004,
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,accessory,3,0,8.0,B019-P002;B037-P008;B037-P009,
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,base,1,3,8.2,B005-P001,B003-P001;B002-P001;B062-P007
content/swipe/formats/IMG_0490.png,83776A,tobacco,brown,secondary,0.182,True,multiple,25,49,4.8,B024-P006;B023-P010;B024-P003;B042-P019;B036-P007;B025-P004;B044-P020;B042-P002,B049-P003;B022-P022;B023-P014;B044-P005;B047-P001;B044-P015;B022-P014;B042-P006
content/swipe/products/IMG_0580.png,B4ABAA,light grey,grey,dominant,0.508,False,layer,7,22,4.4,B060-P006;B041-P004;B058-P005;B043-P002;B059-P002;B048-P001;B046-P003,B011-P006;B021-P018;B001-P001;B009-P001;B054-P006;B021-P016;B019-P004;B021-P017
content/swipe/products/IMG_0580.png,B4ABAA,light grey,grey,dominant,0.508,False,top,24,31,3.2,B057-P003;B011-P007;B052-P002;B028-P014;B058-P002;B021-P004;B062-P002;B025-P003,B042-P026;B021-P012;B062-P012;B042-P027;B021-P025;B050-P006;B032-P004;B011-P008
content/swipe/products/IMG_0580.png,B4ABAA,light grey,grey,dominant,0.508,False,bottom,9,10,7.3,B007-P002;B021-P011;B021-P010;B042-P038;B042-P041;B042-P040;B048-P002;B015-P004,B048-P003;B042-P039;B044-P010;B050-P002;B051-P001;B051-P002;B050-P008;B050-P007
content/swipe/products/IMG_0580.png,B4ABAA,light grey,grey,dominant,0.508,False,dress,2,0,8.7,B042-P032;B042-P010,
content/swipe/products/IMG_0580.png,B4ABAA,light grey,grey,dominant,0.508,False,shoes,1,4,10.0,B062-P017,B001-P004;B009-P004;B029-P002;B053-P001
content/swipe/products/IMG_0580.png,B4ABAA,light grey,grey,dominant,0.508,False,accessory,3,2,8.6,B025-P008;B037-P008;B045-P004,B037-P009;B020-P006
content/swipe/products/IMG_0580.png,B4ABAA,light grey,grey,dominant,0.508,False,base,1,3,7.7,B004-P001,B062-P007;B003-P001;B005-P001
content/swipe/products/IMG_0580.png,B4ABAA,light grey,grey,dominant,0.508,False,multiple,60,28,2.6,B022-P015;B022-P016;B024-P002;B023-P015;B024-P001;B022-P013;B022-P021;B024-P006,B022-P009;B025-P004;B023-P002;B033-P002;B052-P007;B028-P006;B036-P005;B018-P003
content/swipe/products/IMG_0580.png,9E8669,tan,brown,secondary,0.459,True,layer,7,25,5.3,B027-P008;B021-P014;B021-P013;B021-P021;B021-P016;B021-P018;B021-P022,B043-P003;B043-P002;B060-P002;B041-P004;B008-P003;B048-P001;B060-P005;B042-P018
content/swipe/products/IMG_0580.png,9E8669,tan,brown,secondary,0.459,True,top,15,18,2.5,B030-P002;B031-P005;B055-P002;B062-P009;B042-P028;B032-P004;B030-P001;B029-P001,B025-P003;B050-P004;B042-P029;B050-P006;B062-P002;B021-P025;B050-P005;B058-P002
content/swipe/products/IMG_0580.png,9E8669,tan,brown,secondary,0.459,True,bottom,8,9,6.1,B042-P041;B044-P010;B050-P003;B042-P040;B007-P002;B021-P010;B050-P002;B051-P002,B020-P003;B021-P011;B052-P004;B050-P008;B051-P003;B050-P007;B051-P001;B015-P004
content/swipe/products/IMG_0580.png,9E8669,tan,brown,secondary,0.459,True,dress,2,0,9.0,B042-P010;B042-P032,
content/swipe/products/IMG_0580.png,9E8669,tan,brown,secondary,0.459,True,shoes,1,4,2.8,B029-P002,B053-P001;B001-P004;B009-P004;B062-P017
content/swipe/products/IMG_0580.png,9E8669,tan,brown,secondary,0.459,True,accessory,0,3,12.9,,B037-P008;B037-P009;B019-P002
content/swipe/products/IMG_0580.png,9E8669,tan,brown,secondary,0.459,True,base,1,3,7.4,B003-P001,B004-P001;B026-P009;B005-P001
content/swipe/products/IMG_0580.png,9E8669,tan,brown,secondary,0.459,True,multiple,30,37,1.0,B032-P003;B044-P020;B046-P008;B023-P001;B062-P020;B042-P006;B022-P020;B044-P003,B023-P017;B020-P005;B025-P007;B033-P005;B036-P009;B026-P002;B024-P005;B023-P010
content/swipe/visuals/IMG_0066.png,DFAD6D,gold,yellow,dominant,0.355,True,layer,11,3,5.7,B060-P002;B021-P014;B021-P016;B021-P017;B021-P022;B027-P008;B054-P006;B021-P021,B001-P001;B009-P001;B041-P004
content/swipe/visuals/IMG_0066.png,DFAD6D,gold,yellow,dominant,0.355,True,top,10,26,7.0,B050-P005;B050-P004;B021-P025;B050-P006;B038-P002;B030-P003;B032-P004;B029-P001,B042-P009;B042-P029;B042-P028;B047-P003;B047-P002;B058-P002;B059-P003;B025-P003
content/swipe/visuals/IMG_0066.png,DFAD6D,gold,yellow,dominant,0.355,True,bottom,6,7,5.7,B050-P007;B051-P003;B050-P008;B050-P002;B051-P002;B051-P001,B042-P040;B042-P041;B021-P010;B021-P011;B007-P002;B050-P003;B042-P038
content/swipe/visuals/IMG_0066.png,DFAD6D,gold,yellow,dominant,0.355,True,dress,0,2,12.4,,B042-P010;B042-P032
content/swipe/visuals/IMG_0066.png,DFAD6D,gold,yellow,dominant,0.355,True,shoes,1,1,3.4,B053-P001,B029-P002
content/swipe/visuals/IMG_0066.png,DFAD6D,gold,yellow,dominant,0.355,True,base,2,1,8.8,B004-P001;B026-P009,B003-P001
content/swipe/visuals/IMG_0066.png,DFAD6D,gold,yellow,dominant,0.355,True,multiple,6,51,8.9,B046-P011;B047-P001;B024-P008;B044-P003;B033-P002;B023-P011,B044-P004;B022-P019;B042-P006;B023-P001;B042-P005;B026-P001;B026-P007;B062-P020
content/swipe/visuals/IMG_0066.png,EC9A5A,gold,yellow,secondary,0.229,True,layer,5,10,7.3,B021-P022;B021-P014;B021-P021;B021-P013;B060-P002,B021-P016;B021-P017;B054-P006;B048-P001;B046-P003;B027-P008;B001-P001;B009-P001
content/swipe/visuals/IMG_0066.png,EC9A5A,gold,yellow,secondary,0.229,True,top,4,21,6.7,B050-P004;B050-P005;B050-P006;B021-P025,B029-P001;B032-P004;B030-P003;B030-P001;B047-P003;B047-P002;B042-P009;B021-P005
content/swipe/visuals/IMG_0066.png,EC9A5A,gold,yellow,secondary,0.229,True,bottom,6,7,6.0,B051-P003;B050-P008;B051-P002;B050-P002;B050-P007;B051-P001,B050-P003;B042-P041;B042-P040;B007-P002;B021-P010;B021-P011;B052-P004
content/swipe/visuals/IMG_0066.png,EC9A5A,gold,yellow,secondary,0.229,True,dress,0,2,14.0,,B042-P010;B042-P032
content/swipe/visuals/IMG_0066.png,EC9A5A,gold,yellow,secondary,0.229,True,shoes,1,0,9.8,B053-P001,
content/swipe/visuals/IMG_0066.png,EC9A5A,gold,yellow,secondary,0.229,True,base,2,1,5.2,B026-P009;B004-P001,B003-P001
content/swipe/visuals/IMG_0066.png,EC9A5A,gold,yellow,secondary,0.229,True,multiple,4,29,8.9,B046-P011;B047-P001;B042-P005;B024-P008,B044-P003;B023-P011;B042-P006;B023-P001;B033-P002;B022-P019;B026-P007;B044-P004
content/swipe/visuals/IMG_0066.png,90744C,ochre,yellow,accent,0.22,True,layer,7,16,3.6,B021-P016;B021-P014;B021-P021;B027-P008;B021-P002;B042-P018;B054-P007,B041-P005;B040-P002;B021-P013;B040-P003;B041-P004;B021-P018;B021-P022;B043-P003
