path,folder,type,what_it_shows,colour_words,brand_legible,composition,styled_how,open_note,hex1,share1,hex2,share2,hex3,share3,hex4,share4,hex5,share5,nearest_soft_autumn_anchor,anchor_delta_e,palette_confidence,confidence_reason,skin_share,subject_share,shortlist,suggested_name,width,height,bytes,format,opened
content/swipe/products/IMG_0602.png,content/swipe/products,product,"shop grid, shoulder bag, flat, jeans",brown and navy,,,,,212529,0.474,373A3D,0.295,61656A,0.148,BDB9B2,0.081,,,warm charcoal,8.6,low,little left after background removal; top cluster 47% — may still be a studio backdrop,0.0,0.228,no,bottom_brown_and_navy_shoulder_bag_jeans,1908,2746,973666,PNG,contact_sheet
content/swipe/products/IMG_0603.png,content/swipe/products,product,"shop grid, shoulder bag, cardigan, shirt",brown and grey,,,,,363639,0.309,424347,0.267,211F20,0.191,C7C9D6,0.121,65686D,0.112,warm charcoal,4.8,medium,background dominates frame,0.0,0.298,no,layer_brown_and_grey_shoulder_bag_cardigan,1908,2746,1443704,PNG,contact_sheet
content/swipe/products/IMG_0604.png,content/swipe/products,product,"shop grid, shirt and wide trousers",pale blue and navy,THE ROW,,,,35363A,0.532,CFD3E5,0.399,,,,,,,warm charcoal,5.5,low,little left after background removal; top cluster 53% — may still be a studio backdrop,0.0,0.244,no,bottom_pale_blue_and_navy_the_row_shirt_wide_trousers,1908,2746,930903,PNG,contact_sheet
content/swipe/products/IMG_0605.png,content/swipe/products,product,"shop grid, tote bag and sweater",brown and grey,THE ROW,,,,2E2F32,0.642,5F6164,0.134,4B362F,0.109,DED6CE,0.083,9A999A,0.032,warm charcoal,5.6,medium,background dominates frame; top cluster 64% — may still be a studio backdrop,0.001,0.251,no,bag_brown_and_grey_the_row_tote_bag_sweater,1908,2746,1338490,PNG,contact_sheet
content/swipe/products/IMG_0606.png,content/swipe/products,product,"shop grid, t-shirt and straight trousers",grey and cream,THE ROW,,,,DFD5CB,0.519,67666B,0.295,35383A,0.15,A9A7A5,0.034,,,stone,2.4,low,little left after background removal; top cluster 52% — may still be a studio backdrop,0.0,0.195,no,bottom_grey_and_cream_the_row_t-shirt_straight_trousers,1908,2746,916836,PNG,contact_sheet
content/swipe/products/IMG_0607.png,content/swipe/products,product,"shop grid, shirt and wide trousers",white and taupe,THE ROW,,,,D7D6D6,0.498,877668,0.282,37393B,0.11,B6B5B4,0.085,,,stone,6.2,medium,background dominates frame; top cluster 50% — may still be a studio backdrop,0.008,0.282,no,bottom_white_and_taupe_the_row_shirt_wide_trousers,1908,2746,726695,PNG,contact_sheet
content/swipe/products/IMG_0608.png,content/swipe/products,product,"shop grid, boots and knit with long skirt",navy and cream,THE ROW,,,,CECCCB,0.348,242429,0.236,414045,0.153,9FA0A0,0.145,64656A,0.117,stone,5.4,medium,background dominates frame,0.004,0.421,yes,bottom_navy_and_cream_the_row_boots_knit_long,1908,2746,1557718,PNG,contact_sheet
content/swipe/products/IMG_0609.png,content/swipe/products,product,"shop grid, sunglasses, sandals, shorts",black,THE ROW,,,,2B2A2C,0.711,51565A,0.141,C8C7C7,0.057,939090,0.057,6B2027,0.034,warm charcoal,5.7,low,little left after background removal; top cluster 71% — may still be a studio backdrop,0.001,0.12,no,bottom_black_the_row_sunglasses_sandals_shorts,1908,2746,639572,PNG,contact_sheet
content/swipe/products/IMG_0610.png,content/swipe/products,product,"shop grid, cardigan and wide trousers",dark brown and black,THE ROW,,,,352F2D,0.53,1F2125,0.387,,,,,,,warm charcoal,3.0,low,little left after background removal; top cluster 53% — may still be a studio backdrop,0.0,0.236,no,layer_dark_brown_and_black_the_row_cardigan_wide_trousers,1908,2746,1340025,PNG,contact_sheet
content/swipe/products/IMG_0611.png,content/swipe/products,product,wide-leg trousers,black,THE ROW,,,,35383A,0.681,929395,0.091,5E5F60,0.089,C5C5C6,0.085,0B0D11,0.053,warm charcoal,5.2,low,little left after background removal; top cluster 68% — may still be a studio backdrop,0.0,0.044,no,bottom_black_the_row_wide-leg_trousers,1908,2746,752696,PNG,contact_sheet
content/swipe/products/IMG_0612.png,content/swipe/products,product,roll-neck knit with wide trousers,black,THE ROW,,,,FFFFFF,0.433,36383A,0.232,262624,0.206,B3B3B5,0.086,6C6B6A,0.043,cream,9.8,low,little left after background removal,0.004,0.149,no,bottom_black_the_row_roll-neck_knit_wide,1908,2746,3524442,PNG,contact_sheet
content/swipe/products/IMG_0613.png,content/swipe/products,product,"listing page, tee, suiting, jeans",blue and brown,Tibi,,,,F4F4F4,0.439,D3D2D0,0.21,292629,0.154,455161,0.121,A38C76,0.077,cream,8.9,high,,0.04,0.96,no,bottom_blue_and_brown_tibi_tee_suiting_jeans,1908,2746,2285048,PNG,contact_sheet
content/swipe/products/IMG_0614.png,content/swipe/products,product,"listing page, suiting and skirts",steel blue,Tibi,,,,23272E,0.306,334459,0.272,5E666D,0.208,BAB9B9,0.128,473326,0.085,warm charcoal,9.2,medium,background dominates frame,0.015,0.333,yes,,1908,2746,1760837,PNG,contact_sheet
content/swipe/products/IMG_0615.png,content/swipe/products,product,"listing page, knits and tops",blue and rust,Tibi,,,,292F3B,0.414,71362B,0.229,A5B2BA,0.201,5C6B78,0.124,B48760,0.032,warm charcoal,10.4,medium,background dominates frame,0.044,0.368,no,,1908,2746,2228309,PNG,contact_sheet
content/swipe/products/IMG_0616.png,content/swipe/products,product,"listing page, suiting and knits",pale blue and grey,Tibi,,,,342D2A,0.26,566269,0.236,94AAB8,0.22,7E603C,0.172,C4B9A9,0.113,warm charcoal,3.5,medium,background dominates frame,0.012,0.394,no,,1908,2746,2672890,PNG,contact_sheet
content/swipe/products/IMG_0617.png,content/swipe/products,product,"listing page, knits and tees",green and blue,Tibi,,,,3E3F36,0.473,ADA6A2,0.249,0D65A0,0.124,977230,0.081,BE1F2F,0.072,warm charcoal,5.5,medium,background dominates frame; top cluster 47% — may still be a studio backdrop,0.04,0.449,no,,1908,2746,2893952,PNG,contact_sheet
content/swipe/products/IMG_0618.png,content/swipe/products,product,"listing page, slip dresses and cardigan",mustard and blue,Tibi,,,,156BA9,0.322,98732B,0.223,38363B,0.192,B79469,0.141,A5A6A8,0.121,petrol,15.9,low,little left after background removal,0.039,0.25,no,layer_mustard_and_blue_tibi_slip_dresses_cardigan,1908,2746,1945249,PNG,contact_sheet
content/swipe/products/IMG_0619.png,content/swipe/products,product,crewneck sweater with trousers,red and olive,Tibi,,,,CE2234,0.398,32362D,0.272,A10B20,0.175,F7F3F1,0.116,63070D,0.039,rust,13.3,high,,0.023,0.636,yes,bottom_red_and_olive_tibi_crewneck_sweater_trousers,1908,2746,2762367,PNG,contact_sheet
content/swipe/products/IMG_0620.png,content/swipe/products,product,crewneck sweater over collared shirt,red and black,Tibi,,,,29292C,0.456,C81E30,0.309,820716,0.114,514F53,0.077,AFA5A6,0.044,warm charcoal,6.4,medium,background dominates frame; top cluster 46% — may still be a studio backdrop,0.017,0.268,no,top_red_and_black_tibi_crewneck_sweater_collared,1908,2746,1717171,PNG,contact_sheet
content/swipe/products/IMG_0621.png,content/swipe/products,product,"stack of books, product page",bright green,Tibi,,,,23854B,0.408,2E3032,0.21,75B88B,0.155,B2B9B7,0.121,195C30,0.105,moss,15.4,low,little left after background removal,0.0,0.208,yes,,1908,2746,1648336,PNG,contact_sheet
content/swipe/products/IMG_0622.png,content/swipe/products,product,"shop grid, printed midi skirt and boot",blue and red print,Proenza Schouler,,,,252629,0.458,9C2E32,0.153,5E7E8F,0.14,58282F,0.124,D3C6B5,0.124,warm charcoal,7.3,low,little left after background removal; top cluster 46% — may still be a studio backdrop,0.002,0.171,no,bottom_blue_and_red_print_proenza_schouler_printed_midi_skirt,1908,2746,1154813,PNG,contact_sheet
content/swipe/products/IMG_0623.png,content/swipe/products,product,"shop grid, draped top, skirt, bag",cream and black,Proenza Schouler,,,,3D3D3F,0.428,1A171A,0.241,E3DAC7,0.15,456B87,0.097,939394,0.084,warm charcoal,4.7,low,little left after background removal,0.0,0.151,no,bottom_cream_and_black_proenza_schouler_draped_top_skirt,1908,2746,1260297,PNG,contact_sheet
content/swipe/products/IMG_0624.png,content/swipe/products,product,"shop grid, cropped jacket and skirt",steel blue,Proenza Schouler,,,,426984,0.541,282B30,0.285,484C4F,0.082,858D90,0.047,CECDC8,0.045,petrol,9.7,low,little left after background removal; top cluster 54% — may still be a studio backdrop,0.0,0.209,no,layer_steel_blue_proenza_schouler_cropped_jacket_skirt,1908,2746,1973923,PNG,contact_sheet
content/swipe/products/IMG_0625.png,content/swipe/products,product,double-breasted peacoat over roll-neck,cream,,,,,DEE0E3,0.375,ECDCCA,0.256,CDB69D,0.211,1B181C,0.1,39353E,0.058,stone,8.7,high,,0.02,0.98,yes,layer_cream_double-breasted_peacoat_roll-neck,1908,2746,2341412,PNG,contact_sheet
content/swipe/products/IMG_0626.png,content/swipe/products,product,"shop grid, sandal, printed dress, knit",dark floral and teal,Proenza Schouler,,,,2C2F34,0.47,171412,0.258,7C7D80,0.181,1D6079,0.054,6B3C22,0.037,warm charcoal,6.9,medium,background dominates frame; top cluster 47% — may still be a studio backdrop,0.027,0.29,no,dress_dark_floral_and_teal_proenza_schouler_sandal_printed_dress,1908,2746,1622779,PNG,contact_sheet
content/swipe/products/IMG_0627.png,content/swipe/products,product,"shop grid, clutch, dress, sandal",red and black,Proenza Schouler,,,,1B181A,0.322,323334,0.263,6B7675,0.147,7D2326,0.14,C0BAB5,0.127,warm charcoal,10.3,low,little left after background removal,0.004,0.245,no,dress_red_and_black_proenza_schouler_clutch_dress_sandal,1908,2746,1531286,PNG,contact_sheet
content/swipe/products/IMG_0628.png,content/swipe/products,product,"shop grid, tote bags",black and tan,,,,,1F2023,0.294,37393C,0.235,764E2F,0.204,616367,0.202,B9B5B5,0.065,warm charcoal,8.8,low,little left after background removal,0.055,0.202,no,bag_black_and_tan_tote_bags,1908,2746,876965,PNG,contact_sheet
content/swipe/products/IMG_0629.png,content/swipe/products,product,"shop grid, clutches",red and black,Proenza Schouler,,,,242528,0.431,646669,0.177,DBC8B8,0.158,CA242D,0.142,751A1D,0.092,warm charcoal,7.5,low,little left after background removal,0.002,0.196,no,,1908,2746,818693,PNG,contact_sheet
content/swipe/products/IMG_0630.png,content/swipe/products,product,"shop grid, tote bags",tan brown,Proenza Schouler,,,,85491E,0.395,3B3C3E,0.183,2E1812,0.174,5B3519,0.135,BEAEA4,0.114,rust,8.9,low,little left after background removal,0.061,0.186,no,bag_tan_brown_proenza_schouler_tote_bags,1908,2746,1662838,PNG,contact_sheet
content/swipe/products/IMG_0631.png,content/swipe/products,product,"shop grid, totes with coat look",tan and burgundy,,,,,D1D1D4,0.439,7B3E15,0.178,3E151C,0.152,3A393A,0.131,A38F7F,0.101,stone,7.6,medium,background dominates frame,0.022,0.3,no,layer_tan_and_burgundy_totes_coat,1908,2746,1323909,PNG,contact_sheet
content/swipe/products/IMG_0632.png,content/swipe/products,product,"shop grid, tote and bucket bags",tan and burgundy,Proenza Schouler,,,,2B2A2B,0.385,5E5857,0.289,40161C,0.132,865423,0.122,B7B2B0,0.072,warm charcoal,5.2,low,little left after background removal,0.002,0.232,no,bag_tan_and_burgundy_proenza_schouler_tote_bucket_bags,1908,2746,1360175,PNG,contact_sheet
content/swipe/products/IMG_0633.png,content/swipe/products,product,"shop grid, large totes",burgundy and black,,,,,1C1E23,0.318,34373D,0.216,D0D0D3,0.19,6D2E38,0.144,6A696E,0.132,warm charcoal,10.1,medium,background dominates frame,0.017,0.32,no,,1908,2746,1725769,PNG,contact_sheet
content/swipe/products/IMG_0634.png,content/swipe/products,product,"shop grid, cropped knit, jeans, tees",camel and brown,KHAITE,,,,6D4635,0.359,BD8E65,0.233,91A4AF,0.212,373A3C,0.112,050202,0.085,chocolate,10.0,medium,background dominates frame,0.01,0.303,no,bottom_camel_and_brown_khaite_cropped_knit_jeans,1908,2746,1942498,PNG,contact_sheet
content/swipe/products/IMG_0635.png,content/swipe/products,product,"shop grid, tees, jacket, skirt",brown and camel,KHAITE,,,,6E4533,0.301,1A1A1C,0.211,494D50,0.187,B17E56,0.164,DCC6B4,0.137,chocolate,10.3,medium,background dominates frame,0.019,0.289,no,layer_brown_and_camel_khaite_tees_jacket_skirt,1908,2746,1382033,PNG,contact_sheet
content/swipe/products/IMG_0636.png,content/swipe/products,product,scalloped short-sleeve top with dark trousers,cream and black,KHAITE,,,,2B2B2C,0.403,101111,0.252,DDCBB8,0.165,605F60,0.146,AD9584,0.033,warm charcoal,5.2,medium,background dominates frame,0.047,0.304,yes,bottom_cream_and_black_khaite_scalloped_short-sleeve_top,1908,2746,1133300,PNG,contact_sheet
content/swipe/products/IMG_0637.png,content/swipe/products,product,full-skirt midi dress on model,mustard gold,KHAITE,,,,A7803F,0.376,765023,0.26,1A1818,0.189,4B4E51,0.137,D9BFA7,0.038,old gold,8.3,medium,background dominates frame,0.04,0.404,yes,dress_mustard_gold_khaite_full-skirt_midi_dress,1908,2746,1632963,PNG,contact_sheet
content/swipe/products/IMG_0638.png,content/swipe/products,product,"product page, full-skirt midi dress",mustard gold,KHAITE,,,,A67F3F,0.335,252526,0.267,744E22,0.212,56595D,0.109,CCC1B6,0.078,old gold,8.7,medium,background dominates frame,0.033,0.279,no,dress_mustard_gold_khaite_full-skirt_midi_dress,1908,2746,1266970,PNG,contact_sheet
content/swipe/products/IMG_0639.png,content/swipe/products,product,"shop grid, cardigans and jackets",dark brown and navy,KHAITE,,,,121117,0.534,22140E,0.203,373738,0.183,A9A8A7,0.056,,,warm charcoal,13.1,medium,background dominates frame; top cluster 53% — may still be a studio backdrop,0.0,0.312,no,,1908,2746,1742925,PNG,contact_sheet
content/swipe/products/IMG_0640.png,content/swipe/products,product,structured top with painted-print midi skirt,cream and black,KHAITE,,,,1D1E21,0.562,864D28,0.125,E7D6C3,0.122,5D6064,0.103,CAB39B,0.088,warm charcoal,9.3,medium,background dominates frame; top cluster 56% — may still be a studio backdrop,0.009,0.354,no,bottom_cream_and_black_khaite_structured_top_painted-print,1908,2746,1248899,PNG,contact_sheet
content/swipe/products/IMG_0641.png,content/swipe/products,product,"shop grid, structured tops and jackets",black,KHAITE,,,,1E1E21,0.403,100F12,0.357,343638,0.109,616568,0.098,B7B8B8,0.033,warm charcoal,9.2,medium,background dominates frame,0.0,0.334,no,,1908,2746,1097869,PNG,contact_sheet
content/swipe/products/IMG_0642.png,content/swipe/products,product,straight-leg jeans,light blue,KHAITE,,,,1F2123,0.243,697E93,0.218,8999A8,0.211,ACB6BF,0.203,59626C,0.126,warm charcoal,8.5,medium,background dominates frame,0.001,0.384,no,bottom_light_blue_khaite_straight-leg_jeans,1908,2746,3167535,PNG,contact_sheet
content/swipe/products/IMG_0643.png,content/swipe/products,product,knit top with straight jeans,light blue and cream,KHAITE,,,,93A4AC,0.322,64737B,0.227,383839,0.175,D0C6BE,0.169,050404,0.107,muted teal,14.0,low,little left after background removal,0.043,0.248,no,bottom_light_blue_and_cream_khaite_knit_top_straight,1908,2746,2034797,PNG,contact_sheet
content/swipe/products/IMG_0644.png,content/swipe/products,product,high-waist jeans,mid blue,KHAITE,,,,1D3452,0.339,325177,0.295,16171A,0.171,72777D,0.098,383A3D,0.096,warm charcoal,17.4,medium,background dominates frame,0.0,0.383,no,bottom_mid_blue_khaite_high-waist_jeans,1908,2746,3048821,PNG,contact_sheet
content/swipe/products/IMG_0645.png,content/swipe/products,product,wide-leg jeans,dark indigo,KHAITE,,,,232736,0.42,3E475B,0.219,0D0C12,0.176,37383C,0.152,9A999B,0.032,warm charcoal,12.4,medium,background dominates frame,0.0,0.309,no,bottom_dark_indigo_khaite_wide-leg_jeans,1908,2746,2566382,PNG,contact_sheet
content/swipe/products/IMG_0646.png,content/swipe/products,product,straight-leg jeans,faded blue,KHAITE,,,,3C4A5F,0.344,5F6C7A,0.328,2E323B,0.221,020203,0.081,,,petrol,12.9,medium,background dominates frame,0.0,0.312,no,bottom_faded_blue_khaite_straight-leg_jeans,1908,2746,3052111,PNG,contact_sheet
content/swipe/products/IMG_0647.png,content/swipe/products,product,wide-leg jeans,dark indigo,KHAITE,,,,1E1F27,0.57,323339,0.192,0C0B0F,0.191,,,,,warm charcoal,10.8,medium,background dominates frame; top cluster 57% — may still be a studio backdrop,0.0,0.343,no,bottom_dark_indigo_khaite_wide-leg_jeans,1908,2746,2560538,PNG,contact_sheet
content/swipe/products/IMG_0648.png,content/swipe/products,product,"handbag page, bucket and shoulder bags",blue and brown,KHAITE,,,,393736,0.371,676B71,0.225,020202,0.143,B7BCC4,0.14,2C3E5A,0.121,warm charcoal,2.1,low,little left after background removal,0.001,0.192,no,bag_blue_and_brown_khaite_handbag_bucket_shoulder,1908,2746,2070826,PNG,contact_sheet
content/swipe/products/IMG_0649.png,content/swipe/products,product,"shop grid, barrel and hobo bags",blue and brown,KHAITE,,,,37302E,0.387,4D678A,0.228,040303,0.154,B7BCC3,0.146,6A5E55,0.086,warm charcoal,3.1,low,little left after background removal,0.001,0.176,yes,bag_blue_and_brown_khaite_barrel_hobo_bags,1908,2746,1124590,PNG,contact_sheet
content/swipe/products/IMG_0650.png,content/swipe/products,product,"shop grid, clutch and hobo bags",chartreuse yellow,KHAITE,,,,242527,0.395,AE8317,0.217,797C80,0.174,7B560A,0.17,DCC180,0.045,warm charcoal,7.2,low,little left after background removal,0.0,0.213,yes,bag_chartreuse_yellow_khaite_clutch_hobo_bags,1908,2746,1096723,PNG,contact_sheet
content/swipe/products/IMG_0651.png,content/swipe/products,product,"shop grid, fringed and feathered evening bags",black and pale pink,KHAITE,,,,262628,0.549,5D6065,0.167,DED2C7,0.16,967940,0.12,,,warm charcoal,6.8,low,little left after background removal; top cluster 55% — may still be a studio backdrop,0.052,0.177,yes,bag_black_and_pale_pink_khaite_fringed_feathered_evening,1908,2746,1023592,PNG,contact_sheet
content/swipe/products/IMG_0652.png,content/swipe/products,product,"shop grid, thin belts",black and brown,KHAITE,,,,393A3A,0.347,070606,0.282,BEB3A7,0.195,A07438,0.1,432218,0.076,warm charcoal,3.8,low,little left after background removal,0.006,0.113,no,,1908,2746,575692,PNG,contact_sheet
content/swipe/products/IMG_0653.png,content/swipe/products,product,"shop grid, sunglasses",tortoise and black,KHAITE,,,,1F2021,0.526,636468,0.321,C2C1C1,0.08,5A3531,0.044,,,warm charcoal,8.3,low,little left after background removal; top cluster 53% — may still be a studio backdrop,0.118,0.196,no,accessory_tortoise_and_black_khaite_sunglasses,1908,2746,563035,PNG,contact_sheet
content/swipe/products/IMG_0654.png,content/swipe/products,product,"shop grid, sunglasses",tortoise and black,KHAITE,,,,2C2B2E,0.404,636568,0.308,050404,0.162,BFBDBD,0.066,89513B,0.06,warm charcoal,5.9,low,little left after background removal,0.118,0.2,no,accessory_tortoise_and_black_khaite_sunglasses,1908,2746,614290,PNG,contact_sheet
content/swipe/products/IMG_0655.png,content/swipe/products,product,"shop grid, hoop earrings and cuff",gold,KHAITE,,,,202122,0.574,5F6164,0.207,99784C,0.119,BFBAB6,0.082,,,warm charcoal,8.0,low,little left after background removal; top cluster 57% — may still be a studio backdrop,0.001,0.19,no,accessory_gold_khaite_hoop_earrings_cuff,1908,2746,773675,PNG,contact_sheet
content/swipe/products/IMG_0656.png,content/swipe/products,product,"shop grid, sunglasses",black and red,KHAITE,,,,3E3431,0.35,090606,0.269,716865,0.14,BAB7B7,0.136,B29577,0.105,warm charcoal,3.9,low,little left after background removal,0.022,0.156,no,accessory_black_and_red_khaite_sunglasses,1908,2746,637397,PNG,contact_sheet
content/swipe/products/IMG_0657.png,content/swipe/products,product,"shop grid, belts, one animal print",brown and black,KHAITE,,,,363636,0.348,0C0B0B,0.311,C4BFBA,0.128,84786D,0.11,84451D,0.104,warm charcoal,3.2,low,little left after background removal,0.014,0.141,no,,1908,2746,860872,PNG,contact_sheet
content/swipe/products/IMG_0658.png,content/swipe/products,product,camisole with lace-hem maxi skirt,tan and beige,,,,,F2DBC9,0.736,C18359,0.129,8C512C,0.092,383535,0.038,,,cream,6.8,medium,skin band 8%; top cluster 74% — may still be a studio backdrop,0.084,0.916,no,bottom_tan_and_beige_camisole_lace-hem_maxi,1908,2746,4095659,PNG,contact_sheet
content/swipe/products/IMG_0659.png,content/swipe/products,product,cutwork A-line midi skirt,tan,,,,,B78361,0.445,A06845,0.367,704125,0.1,363638,0.057,C0AB9E,0.03,cinnamon,8.9,low,skin band 50% — overlaps dusty rose / salmon; skin not masked,0.505,0.542,no,bottom_tan_cutwork_a-line_midi,1908,2746,3867652,PNG,contact_sheet
content/swipe/products/IMG_0660.png,content/swipe/products,product,lace-trim camisole with leather-look trousers,beige and burgundy,,,,,EED4BF,0.326,FDF7F2,0.302,CB8D63,0.17,642A1D,0.168,36383A,0.035,stone,7.5,medium,skin band 8%,0.078,0.922,no,bottom_beige_and_burgundy_lace-trim_camisole_leather-look,1908,2746,3930065,PNG,contact_sheet
content/swipe/products/IMG_0661.png,content/swipe/products,product,close-up lace-trim camisole,nude beige,,,,,F3DCCB,0.441,E6B28C,0.201,D08C62,0.169,37393C,0.132,955233,0.057,cream,7.0,low,skin band 29% — overlaps dusty rose / salmon,0.295,0.705,no,top_nude_beige_close-up_lace-trim_camisole,1908,2746,4498977,PNG,contact_sheet
content/swipe/products/IMG_0662.png,content/swipe/products,product,lace-trim camisole,beige,,,,,D3AC8F,0.364,C8A082,0.336,35383A,0.18,E3CEBE,0.091,,,camel,9.7,low,little left after background removal; skin band 39% — overlaps dusty rose / salmon,0.387,0.158,no,top_beige_lace-trim_camisole,1908,2746,2036394,PNG,contact_sheet
content/swipe/products/IMG_0663.png,content/swipe/products,product,roll-neck knit with lace-hem skirt,pale taupe and cream,,,,,F7DDC9,0.51,DFB38F,0.347,28292C,0.077,AC663F,0.034,606265,0.031,cream,7.5,medium,skin band 13%; top cluster 51% — may still be a studio backdrop,0.134,0.866,no,bottom_pale_taupe_and_cream_roll-neck_knit_lace-hem,1908,2746,4479722,PNG,contact_sheet
content/swipe/products/IMG_0664.png,content/swipe/products,product,roll-neck knit with lace-hem maxi skirt,taupe and cream,,,,,F8DECB,0.297,E0A87C,0.274,E5BA98,0.266,373739,0.113,965435,0.05,cream,7.7,low,skin band 16% — overlaps dusty rose / salmon,0.16,0.84,no,bottom_taupe_and_cream_roll-neck_knit_lace-hem,1908,2746,6162808,PNG,contact_sheet
content/swipe/products/IMG_0665.png,content/swipe/products,product,"knit and lace-hem skirt, mid-shot",taupe and cream,,,,,F8DECB,0.319,E3B997,0.284,DFA87C,0.282,3A3838,0.065,985534,0.05,cream,7.7,low,skin band 21% — overlaps dusty rose / salmon,0.207,0.52,no,bottom_taupe_and_cream_knit_lace-hem_skirt,1908,2746,4924830,PNG,contact_sheet
content/swipe/products/IMG_0666.png,content/swipe/products,product,"knit with lace-hem maxi skirt, full look",cream and taupe,,,,,F9E1CF,0.548,DBB598,0.179,E7B286,0.169,383839,0.064,AF6B45,0.04,cream,7.0,low,skin band 22% — overlaps dusty rose / salmon; top cluster 55% — may still be a studio backdrop,0.22,0.496,no,bottom_cream_and_taupe_knit_lace-hem_maxi,1908,2746,3729751,PNG,contact_sheet
content/swipe/products/IMG_0667.png,content/swipe/products,product,lace-hem maxi skirt,beige,,,,,CC9F7B,0.395,D7AC8A,0.264,DDBDA2,0.128,36393B,0.122,E0CEBF,0.09,camel,7.4,low,little left after background removal,0.124,0.242,no,bottom_beige_lace-hem_maxi_skirt,1908,2746,2390890,PNG,contact_sheet
content/swipe/products/IMG_0668.png,content/swipe/products,product,"product page, knit and lace-hem skirt",beige,,,,,E2B28B,0.493,FCEFE5,0.413,995634,0.053,363637,0.037,,,camel,10.6,medium,skin band 12%; top cluster 49% — may still be a studio backdrop,0.116,0.884,no,bottom_beige_knit_lace-hem_skirt,1908,2746,5437769,PNG,contact_sheet
content/swipe/products/IMG_0669.png,content/swipe/products,product,roll-neck knit with leather-look midi skirt,taupe and olive,,,,,CAA898,0.387,EBD2C2,0.229,52391C,0.192,FFFEFE,0.108,A9826D,0.085,dusty rose,5.9,low,skin band 51% — overlaps dusty rose / salmon; skin not masked,0.509,1.0,yes,bottom_taupe_and_olive_roll-neck_knit_leather-look,1908,2746,5269089,PNG,contact_sheet
content/swipe/products/IMG_0670.png,content/swipe/products,product,"roll-neck knit with midi skirt, full look",olive and taupe,,,,,F3DBCA,0.566,CDA587,0.174,5D3D13,0.15,363739,0.066,9D6E41,0.043,cream,7.4,low,skin band 27% — overlaps dusty rose / salmon; top cluster 57% — may still be a studio backdrop,0.274,0.465,no,bottom_olive_and_taupe_roll-neck_knit_midi,1908,2746,3803945,PNG,contact_sheet
content/swipe/products/IMG_0671.png,content/swipe/products,product,roll-neck knit with tie cuffs,pale taupe,,,,,BDA096,0.448,AD8F85,0.191,CAB0A7,0.186,363839,0.141,81655F,0.034,dusty rose,3.8,low,little left after background removal; skin band 83% — overlaps dusty rose / salmon; skin not masked,0.83,0.22,no,top_pale_taupe_roll-neck_knit_tie,1908,2746,1976027,PNG,contact_sheet
content/swipe/products/IMG_0672.png,content/swipe/products,product,wide-leg trousers,tobacco brown,,,,,865131,0.489,784527,0.432,35383A,0.065,,,,,rust,7.9,medium,background dominates frame; top cluster 49% — may still be a studio backdrop,0.113,0.443,no,bottom_tobacco_brown_wide-leg_trousers,1908,2746,2527318,PNG,contact_sheet
content/swipe/products/IMG_0673.png,content/swipe/products,product,wide-leg trousers on model,tobacco brown,,,,,FDECDE,0.557,7D431E,0.193,DDB392,0.15,28292C,0.07,,,cream,5.3,medium,top cluster 56% — may still be a studio backdrop,0.028,0.972,no,bottom_tobacco_brown_wide-leg_trousers,1908,2746,2684765,PNG,contact_sheet
content/swipe/products/IMG_0674.png,content/swipe/products,product,wide-leg jeans,light blue,,,,,295376,0.415,50738F,0.262,282A2C,0.208,5D6268,0.093,,,petrol,11.0,medium,background dominates frame,0.0,0.314,no,bottom_light_blue_wide-leg_jeans,1908,2746,2585529,PNG,contact_sheet
content/swipe/products/IMG_0675.png,content/swipe/products,product,sheer lace top with wide trousers,black,,,,,F4DEC9,0.533,1C1817,0.231,E5C5A7,0.171,DD996F,0.035,,,cream,5.8,medium,top cluster 53% — may still be a studio backdrop,0.032,0.968,no,bottom_black_sheer_lace_top,1908,2746,3140947,PNG,contact_sheet
content/swipe/products/IMG_0676.png,content/swipe/products,product,"new-arrivals grid, dresses and blouses",mixed pink and green,Ulla Johnson,,,,EBD2C0,0.514,282324,0.259,545C60,0.153,955F48,0.046,,,stone,7.1,medium,skin band 14%; top cluster 51% — may still be a studio backdrop,0.136,0.594,yes,,1908,2746,4276835,PNG,contact_sheet
content/swipe/products/IMG_0677.png,content/swipe/products,product,"pointed mule, striped panel",tan and rust,,,,,3A393A,0.387,D3AA78,0.317,A75E41,0.131,CFCCCA,0.096,919192,0.069,warm charcoal,3.5,low,little left after background removal,0.028,0.111,no,shoes_tan_and_rust_pointed_mule_striped,1908,2746,821219,PNG,contact_sheet
content/swipe/products/IMG_0678.png,content/swipe/products,product,"pointed mule, colour-blocked",pale blue and brown,,,,,99ADB8,0.343,3B3839,0.293,020202,0.161,856B60,0.107,C8CBCC,0.095,muted teal,15.1,low,little left after background removal,0.01,0.139,yes,shoes_pale_blue_and_brown_pointed_mule_colour-blocked,1908,2746,552538,PNG,contact_sheet
content/swipe/products/IMG_0679.png,content/swipe/products,product,"pointed flat mule, spotted print",black and cream,,,,,3C3B3B,0.384,12100F,0.229,5534EB,0.135,928377,0.131,C6C4CA,0.121,warm charcoal,3.2,low,little left after background removal,0.007,0.166,no,shoes_black_and_cream_pointed_mule_spotted,1908,2746,755219,PNG,contact_sheet
